	ComplexName	UniProtIDs	GeneNames
1900	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	P07900;O14920;P08238;Q8N163;Q16543	HSP90AA1;IKBKB;HSP90AB1;CCAR2;CDC37
1901	WRN-Ku70-Ku80-PARP1 complex	P12956;P09874;Q14191;P13010	XRCC6;PARP1;WRN;XRCC5
1902	c-Myc-Max-Arf complex	P28574;P01108;Q64364	Max;Myc;Cdkn2a
1903	CAP(C)-CAP(E) complex	O95347;Q9NTJ3	SMC2;SMC4
1904	SMC1-SMC3 complex	Q9UQE7;Q14683	SMC3;SMC1A
1905	XRCC1-LIG3-PNK-TDP1 complex	Q9NUW8;P49916;Q96T60;P18887	TDP1;LIG3;PNKP;XRCC1
1906	Dolichol-phosphate mannose (DPM) synthase	Q9P2X0;O60762;O94777	DPM3;DPM1;DPM2
1907	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	Q8CFN2;G3V7Q7;Q9WU82;Q9Z1Y3	Cdc42;Iqgap1;Ctnnb1;Cdh2
1908	Iqgap1-Actb-Vim complex	P31000;G3V7Q7;P60711	Vim;Iqgap1;Actb
1909	Ku-ORC complex	Q13416;O43929;Q9UBD5;P12956;P13010;Q9Y5N6	ORC2;ORC4;ORC3;XRCC6;XRCC5;ORC6
1910	Htt-Hap1-Dctn1 complex	O35668;P42859;O08788	Hap1;Htt;Dctn1
1911	MNK1-eIF4F complex	Q04637;P60842;P06730;Q9BUB5	EIF4G1;EIF4A1;EIF4E;MKNK1
1912	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	P15884;Q09472;P63165;P35222;Q9UBN7	TCF4;EP300;SUMO1;CTNNB1;HDAC6
1913	TCF4-CTNNB1-EP300 complex	Q09472;P15884;P35222	EP300;TCF4;CTNNB1
1914	TCF4-CTNNB1 complex	P15884;P35222	TCF4;CTNNB1
1915	TCF4-CTNNB1-CREBBP complex	Q92793;P15884;P35222	CREBBP;TCF4;CTNNB1
1916	TNF-alpha/NF-kappa B signaling complex 6	O15111;P36578;Q99558;Q9Y6K9;P22087;P62277;P07900;O14920;Q02878;P62888;P62917;P08238;P62280;Q16543	CHUK;RPL4;MAP3K14;IKBKG;FBL;RPS13;HSP90AA1;IKBKB;RPL6;RPL30;RPL8;HSP90AB1;RPS11;CDC37
1917	VHL-VDU1-TCEB1-TCEB2 complex	Q15370;P40337;Q15369;Q8TEY7	ELOB;VHL;ELOC;USP33
1918	TNF-alpha/NF-kappa B signaling complex 7	Q9NYJ8;Q8N5C8;O43318;P07900;P08238;Q13451;Q16543;Q15750	TAB2;TAB3;MAP3K7;HSP90AA1;HSP90AB1;FKBP5;CDC37;TAB1
1919	TNF-alpha/NF-kappa B signaling complex 8	Q86UP2;Q14164;P07900;P08238;Q13451;Q16543	KTN1;IKBKE;HSP90AA1;HSP90AB1;FKBP5;CDC37
1920	VHL-TCEB1-TCEB2 complex	Q15370;P40337;Q15369	ELOB;VHL;ELOC
1921	Kif3-cadherin-catenin complex	P70188;P30999;Q61771;Q02248;P15116	Kifap3;Ctnnd1;Kif3b;Ctnnb1;Cdh2
1922	VHL-TBP1-HIF1A complex	P17980;P40337;Q16665	PSMC3;VHL;HIF1A
1923	Cell-cell junction complex (ARHGAP10-CTNNA1)	A1A4S6;P35221	ARHGAP10;CTNNA1
1924	HIF1A-OS9-EGLN1 complex	Q13438;Q9GZT9;Q16665	OS9;EGLN1;HIF1A
1925	HIF1A-OS9-EGLN3 complex	Q13438;Q9H6Z9;Q16665	OS9;EGLN3;HIF1A
1926	RAB9-TIP47-MPRI complex	P51151;O60664;P11717	RAB9A;PLIN3;IGF2R
1927	Cell-cell junction complex (CDH1-CTNNB1)	P12830;P35222	CDH1;CTNNB1
1928	CAS-SRC-FAK complex	P56945;P12931;Q05397	BCAR1;SRC;PTK2
1929	tRNA splicing endonuclease	Q7Z6J9;Q92989;Q8WW01;Q8NCE0;Q9BSV6	TSEN54;CLP1;TSEN15;TSEN2;TSEN34
1930	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Q7Z6J9;Q92989;Q8NCE0	TSEN54;CLP1;TSEN2
1931	TNF-alpha/NF-kappa B signaling complex 9	O15111;Q15653;P08238;Q13451;Q16543	CHUK;NFKBIB;HSP90AB1;FKBP5;CDC37
1932	TNF-alpha/NF-kappa B signaling complex 10	O15111;Q8IX12;Q9Y6K9;Q9UHD2;P07900;Q15653;P40222;P08238;Q16543;Q676U5	CHUK;CCAR1;IKBKG;TBK1;HSP90AA1;NFKBIB;TXLNA;HSP90AB1;CDC37;ATG16L1
1933	P53-BARD1-KU70 complex	P12956;P04637;Q99728	XRCC6;TP53;BARD1
1934	Cd3e-Nck1-Mink1 complex	Q8BMV0;P22646;Q9JM52	Nck1;Cd3e;Mink1
1935	Ets2-Smarca4-Smarcb1-Smarce1 complex	P15037;O35845;O54941;Q9Z0H3	Ets2;Smarca4;Smarce1;Smarcb1
1936	ETS2-SMARCA4-INI1 complex	P51532;P15036;Q12824	SMARCA4;ETS2;SMARCB1
1937	Cd247 homodimer complex	P24161	Cd247
1938	Cd3e homodimer complex	P22646	Cd3e
1939	Striatin-SG2NA-zinedin-caveolin1 complex	P70483;P41350;P58404;P58405	Strn;Cav1;Strn4;Strn3
1940	Rab3a-Rims2-Rapgef4 complex	Q9EQZ7;P63011;Q9EQZ6	Rims2;Rab3a;Rapgef4
1941	Rb-NeuroD1-Ngfi-B complex	Q60867;Q64701;P12813	Neurod1;Rbl1;Nr4a1
1942	Cd3g-Cd3e complex	P22646;P11942	Cd3e;Cd3g
1943	Cd3d-Cd3g-Cd3e-Cd247 complex	P24161;P22646;P04235;P11942	Cd247;Cd3e;Cd3d;Cd3g
1944	Cd3g-Cd3e-Cd247-Canx complex	P24161;P35564;P22646;P11942	Cd247;Canx;Cd3e;Cd3g
1945	Munc13-1-Rim2-Rab3a complex	Q9JIS1;Q62768;P63012	Rims2;Unc13a;Rab3a
1946	LATS1-HTRA2-BIRC4 complex	P98170;O43464;O95835	XIAP;HTRA2;LATS1
1947	DDEF1-CTTN-PXN complex	Q14247;P49023;Q9ULH1	CTTN;PXN;ASAP1
1948	CDH1-CKS1B complex	P12830;P61024	CDH1;CKS1B
1949	CDH1-SKP2 complex	P12830;Q13309	CDH1;SKP2
1950	Cebpa-Smarca2 complex	O35846;P53566	Smarca2;Cebpa
1951	Lef1-Tle1 complex	Q62440;P27782	Tle1;Lef1
1952	YY1-MDM2-p53 complex	Q00987;P25490;P04637	MDM2;YY1;TP53
1953	Lef1-Tle1-Ctnnb1 complex	Q02248;Q62440;P27782	Ctnnb1;Tle1;Lef1
1954	ELMO1-DOCK1 complex	Q14185;Q92556	DOCK1;ELMO1
1955	ELMO1-DOCK2 complex	Q92556;Q92608	ELMO1;DOCK2
1956	ELMO1-DOCK1-RAC1 complex	Q14185;P63000;Q92556	DOCK1;RAC1;ELMO1
1957	ELMO1-DOCK1-CRKII complex	Q14185;P46108;Q92556	DOCK1;CRK;ELMO1
1958	Endocytic coat complex (11 subunits)	D3ZUY8;Q62910;O08839;O08838;P62944;Q5JC29;O35179;Q05140;P21575;P11442;O35964	Ap2a1;Synj1;Bin1;Amph;Ap2b1;Eps15;Sh3gl2;Snap91;Dnm1;Cltc;Sh3gl1
1959	Endocytic coat complex (7 subunits)	D3ZUY8;Q62910;O08839;O08838;P62944;P21575;P11442	Ap2a1;Synj1;Bin1;Amph;Ap2b1;Dnm1;Cltc
1960	Pik3r5-Pik3cg complex	Q5SW28;Q9JHG7	Pik3r5;Pik3cg
1961	GTP-Rho-Rhpn1-Ropn1 complex	Q9ESG2;Q3TN61;Q61085	Ropn1;Rhoa;Rhpn1
1962	AGO2-FXR1-TNF(alpha)ARE-RNP complex	P51114;Q9UKV8	FXR1;AGO2
1963	Cell division cycle complex (CDC27, CDC16, ANAPC7)	P30260;Q13042;Q9UJX3	CDC27;CDC16;ANAPC7
1964	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	Q00839;P24928;P35269	HNRNPU;POLR2A;GTF2F1
1965	Ripk2-Nod2 complex	Q8K3Z0;P58801	Nod2;Ripk2
1966	Calm1-Ryr1 complex	F1LMY4;P62161	Ryr1;Calm1
1967	THRB-RXRB complex	P10828;P28702	THRB;RXRB
1968	p50-p65 Nf(kappa)B complex	P25799;Q04207	Nfkb1;Rela
1969	ATM homodimer complex	Q13315	ATM
1970	ERAP1-ERAP2 complex	Q6P179;Q9NZ08	ERAP2;ERAP1
1971	Grancalcin-sorcin complex	P28676;P30626	GCA;SRI
1972	Sorcin homodimer complex	P30626	SRI
1973	Chromatin remodeling complex (TACC2, TACC3, PCAF)	O95359;Q92831;Q9Y6A5	TACC2;KAT2B;TACC3
1974	EGR-EP300 complex	Q09472;P18146	EP300;EGR1
1975	Rock1-Pfn2 complex	Q63644;Q9EPC6	Rock1;Pfn2
1976	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	P56537;Q15633;Q9UPY3;Q9UKV8;Q9HCE1;P62424	EIF6;TARBP2;DICER1;AGO2;MOV10;RPL7A
1977	Kcna2-Kcnab2 complex	P62483;P63142	Kcnab2;Kcna2
1978	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	P56537;P46779;P18077;Q9HCE1;P62424;P26373;P84098;P50914;P62910;P62888;P05386;P62906;P46778;Q9UPY3;P49207;P61513;P61353;Q9UHA3;P30050;Q9Y3U8;P05387;P61313;P62913;Q02543;P18124	EIF6;RPL28;RPL35A;MOV10;RPL7A;RPL13;RPL19;RPL14;RPL32;RPL30;RPLP1;RPL10A;RPL21;DICER1;RPL34;RPL37A;RPL27;RSL24D1;RPL12;RPL36;RPLP2;RPL15;RPL11;RPL18A;RPL7
1979	RNA-induced silencing complex, RISC	Q9UPY3;Q15633;Q9UKV8	DICER1;TARBP2;AGO2
1980	ARNT-HIF1A complex	P27540;Q16665	ARNT;HIF1A
1981	TRIB3-DDIT3 complex	P35638;Q96RU7	DDIT3;TRIB3
1982	RAG1-RAG2 tetramer complex	P55895;P15918	RAG2;RAG1
1983	GAIT complex	P40429;P07814;O60506;P04406	RPL13A;EPRS1;SYNCRIP;GAPDH
1984	MLL1-WDR5 complex	P34932;Q8IZL8;Q03164;Q9H7Z6;Q9H4L4;P49848;Q16594;Q7Z3B3;Q8WWY3;Q9Y265;O43451;P61964;Q96EZ8;P21675;O75461;Q15291;Q15545;Q9BVI0;Q9NXF1;Q8IXM2;O00268;Q9Y4W2;Q6PI98;Q99496;P51610;Q9HCK8;Q9UBL3	HSPA4;PELP1;KMT2A;KAT8;SENP3;TAF6;TAF9;KANSL1;PRPF31;RUVBL1;MGAM;WDR5;MCRS1;TAF1;E2F6;RBBP5;TAF7;PHF20;TEX10;BAP18;TAF4;LAS1L;INO80C;RNF2;HCFC1;CHD8;ASH2L
1985	SERPINA1-ELA2 complex	P01009;P08246	SERPINA1;ELANE
1986	SERPINA3-CTSG complex	P01011;P08311	SERPINA3;CTSG
1987	SERPINA1-CTSG complex	P01009;P08311	SERPINA1;CTSG
1988	BRCC complex	P38398;Q06609;P46736;Q9NXR7;P51587	BRCA1;RAD51;BRCC3;BABAM2;BRCA2
1989	PLEKHM2-KIF5B complex	P33176;Q8IWE5	KIF5B;PLEKHM2
1990	Cdk5-Cdk5r1-Pctk1 complex	P61809;P49615;Q04735	Cdk5r1;Cdk5;Cdk16
1991	Myod1-Tcf3 complex	P10085;P15806	Myod1;Tcf3
1992	Myod1 homodimer complex	P10085	Myod1
1993	NGF-TrkA complex	P04629;P01138	NTRK1;NGF
1994	Neurotrophin-3-p75 complex	P08138;P20783	NGFR;NTF3
1995	TIAM1-GRIN1 complex	Q05586;Q13009	GRIN1;TIAM1
1996	HTR1D-S1PR1 complex	P28221;P21453	HTR1D;S1PR1
1997	HTR1D  homodimer complex	P28221	HTR1D
1998	HTR1A-HTR1D complex	P28221;P08908	HTR1D;HTR1A
1999	HTR1B homodimer complex	P28222	HTR1B
2000	HTR1A-HTR1B complex	P28222;P08908	HTR1B;HTR1A
2001	HTR1D-HTR1B complex	P28221;P28222	HTR1D;HTR1B
2002	GABBR2-HTR1A complex	O75899;P08908	GABBR2;HTR1A
2003	HTR1A-GPR26 complex	P08908;Q8NDV2	HTR1A;GPR26
2004	HTR1A-EDG3 complex	Q99500;P08908	S1PR3;HTR1A
2005	HTR1A homodimer complex	P08908	HTR1A
2006	HTR1A-S1PR1 complex	P21453;P08908	S1PR1;HTR1A
2007	HSP70-BAG5-PARK2 complex	Q9UL15;P34932;O60260;P0DMV8	BAG5;HSPA4;PRKN;HSPA1A
2008	NGF-p75 complex	P08138;P01138	NGFR;NGF
2009	ANCO1-HDAC3  complex	Q6UB99;O15379	ANKRD11;HDAC3
2010	Sororin-cohesin complex	Q9UQE7;Q96FF9;Q14683;Q9NTI5;Q29RF7;O60216	SMC3;CDCA5;SMC1A;PDS5B;PDS5A;RAD21
2011	Ccnd1-Cdk4 complex	P25322;P30285	Ccnd1;Cdk4
2012	Cyclin D1-associated protein complex	P17879;P25322;P30285;P39689	Hspa1b;Ccnd1;Cdk4;Cdkn1a
2013	Eya1/3-Dach1/2-Six1 complex	Q62231;P97767;Q9QYB2	Six1;Eya1;Dach1
2014	NRG1-IKZF4 complex	Q02297;Q9H2S9	NRG1;IKZF4
2015	EPOR receptor complex	P19235	EPOR
2016	CRKII-C3G complex	P46108;Q13905	CRK;RAPGEF1
2017	EPO-EPOR complex	P01588;P19235	EPO;EPOR
2018	Grin2a-Lrp8 complex	P35436;Q924X6	Grin2a;Lrp8
2019	Grin2b-Lrp8 complex	Q924X6;Q01097	Lrp8;Grin2b
2020	Splicing-associated factors complex	Q8IYB3;Q15287;P35659;Q9Y5S9;Q86V81	SRRM1;RNPS1;DEK;RBM8A;ALYREF
2021	Mediator complex	Q9ULK4;Q9NX70;Q15528;O60313;O75448;Q9Y2X0;Q6P2C8;O75586;Q9UHV7;Q9NPJ6;Q9BTT4;Q9P086;O60244;O95402;Q9BUE0;Q71F56;Q9H944;Q13503;Q96HR3;O43513;Q15648;Q96G25;Q9NVC6;Q96RN5;A0JLT2;Q9Y3C7;Q71SY5	MED23;MED29;MED22;OPA1;MED24;MED16;MED27;MED6;MED13;MED4;MED10;MED11;MED14;MED26;MED18;MED13L;MED20;MED21;MED30;MED7;MED1;MED8;MED17;MED15;MED19;MED31;MED25
2022	MED18-MED20-MED29 mediator subcomplex	Q9NX70;Q9BUE0;Q9H944	MED29;MED18;MED20
2023	Foxo4-Srf-Myocd complex	Q8VIM5;Q9WVH3;Q9JM73	Myocd;Foxo4;Srf
2024	Axin2-Ctnnb1-Apc complex	Q61315;Q02248;O88566	Apc;Ctnnb1;Axin2
2025	p50-p65 NF(kappa)B complex	P19838;Q04206	NFKB1;RELA
2026	p50-p65 NF(kappa)B-SRC1 complex	Q15788;P19838;Q04206	NCOA1;NFKB1;RELA
2027	IKBA-p50-p65 Nf(kappa)B complex	P25963;P19838;Q04206	NFKBIA;NFKB1;RELA
2028	IKB(epsilon)-RELA-cREL complex	Q04864;O00221;Q04206	REL;NFKBIE;RELA
2029	IKB(beta)-RELA-cREL complex	Q04864;Q04206;Q15653	REL;RELA;NFKBIB
2030	IKB(alpha)-RELA-cREL complex	Q04864;P25963;Q04206	REL;NFKBIA;RELA
2031	DISC complex (FAS, FADD, CASP8)	Q13158;Q14790;P25445	FADD;CASP8;FAS
2032	MURR1-NF(kappa)Bp65-IKBA complex	P25963;Q04206;Q8N668	NFKBIA;RELA;COMMD1
2033	Tmsb4x-Lims1-Ilk complex	P20065;O55222;Q99JW4	Tmsb4x;Ilk;Lims1
2034	Thyroglobulin folding complex (Tg, Hspa5, Pdi, Erp29, Grp94)	P06761;P06882;P52555;Q0R337;P20717	Hspa5;Tg;Erp29;Grp94;Padi2
2035	ILK-PARVB-ARHGEF6 complex	Q15052;Q13418;Q9HBI1	ARHGEF6;ILK;PARVB
2036	PARVB-ARHGEF6 complex	Q15052;Q9HBI1	ARHGEF6;PARVB
2037	Thyroglobulin folding complex (Tg, Pdi, Erp29)	P20717;P06882;P52555	Padi2;Tg;Erp29
2038	Thyroglobulin folding complex (Tg, Hspa5, Erp29, Grp94)	Q0R337;P06882;P06761;P52555	Grp94;Tg;Hspa5;Erp29
2039	EED-EZH-YY1 polycomb complex	Q15910;P25490;O75530	EZH2;YY1;EED
2040	Tctex1-channel complex	Q63100;Q02294;Q9Z336	Dync1i1;Cacna1b;Dynlt1
2041	RING1-Polycomb repressive complex	O00257;Q06587;P78364;P35226	CBX4;RING1;PHC1;BMI1
2042	BMI1-HPH1-HPH2 complex	Q8IXK0;P78364;P35226	PHC2;PHC1;BMI1
2043	EED-EZH polycomb complex	Q15910;O75530	EZH2;EED
2044	Polycomb repressive complex 1	P30658;Q64028;P25916;P23798	Cbx2;Phc1;Bmi1;Pcgf2
2045	CALM1-FKBP38-BCL2 complex	P62158;Q14318;P10415	CALM1;FKBP8;BCL2
2046	Adrb2 homodimer complex	P10608	Adrb2
2047	TRAF2-cIAP1/BIRC2 complex	Q12933;Q13490	TRAF2;BIRC2
2048	LTBR homodimer complex	P36941	LTBR
2049	Tumor necrosis factor receptor 1 signaling complex	P19438;Q12933;Q13490;Q15628	TNFRSF1A;TRAF2;BIRC2;TRADD
2050	CDK5-CDK5R1 complex	Q02399;Q28199	CDK5;CDK5R1
2051	PLCB1-PARD3-PARD6A complex	Q9NQ66;Q8TEW0;Q9NPB6	PLCB1;PARD3;PARD6A
2052	PLCB3-PARD3-PARD6A complex	Q01970;Q8TEW0;Q9NPB6	PLCB3;PARD3;PARD6A
2053	TRAF2-TRADD complex	Q12933;Q15628	TRAF2;TRADD
2054	Ternary complex (TRAF2, FADD, TRADD)	Q12933;Q13158;Q15628	TRAF2;FADD;TRADD
2055	CCNB2-CDC2 complex	P06493;O95067	CDK1;CCNB2
2056	CCNB1-CDC2 complex	P06493;P14635	CDK1;CCNB1
2057	CDC2-PCNA-CCNB1-GADD45A complex	P06493;P12004;P24522;P14635	CDK1;PCNA;GADD45A;CCNB1
2058	CDC2-PCNA-CCNB1-GADD45B complex	P06493;P12004;P14635;O75293	CDK1;PCNA;CCNB1;GADD45B
2059	CDC2-PCNA-CCNB1-GADD45G complex	P06493;P14635;P12004;O95257	CDK1;CCNB1;PCNA;GADD45G
2060	IL12A-IL12B complex	P29460;P29459	IL12B;IL12A
2061	IL12B homodimer complex	P29460	IL12B
2062	CDK1-CCNB1-CCNF complex	P06493;P41002;P14635	CDK1;CCNF;CCNB1
2063	CDC2-CCNB1-PTCH1 complex	P06493;P14635;Q13635	CDK1;CCNB1;PTCH1
2064	CDK2-CCNA2 complex	P24941;P20248	CDK2;CCNA2
2065	CDC2-CCNA2 complex	P06493;P20248	CDK1;CCNA2
2066	PAR6-CDC42 complex	Q9BYG5;P60953	PARD6B;CDC42
2067	CDC2-CCNA2-CDK2 complex	P06493;P24941;P20248	CDK1;CDK2;CCNA2
2068	CDK2-CCNE1 complex	P24864;P24941	CCNE1;CDK2
2069	LMO4-gp130 complex	P23458;P40189;O14543;Q06124;P61968	JAK1;IL6ST;SOCS3;PTPN11;LMO4
2070	Isl1-Jak1-Stat3 complex	P52332;P61372;P42227	Jak1;Isl1;Stat3
2071	Stat1-alpha-dimer-CBP DNA-protein complex	P42224;Q92793	STAT1;CREBBP
2072	Vps29-Vps35-Vps26a complex	P40336;Q9QZ88;Q9EQH3	Vps26a;Vps29;Vps35
2073	SHP-NR5A2 complex	Q15466;O00482	NR0B2;NR5A2
2074	Pigr-Vps35-Vps26a-Vps29 complex	Q6AY86;Q9QZ88;P15083;Q3TJ43	Vps26a;Vps29;Pigr;Vps35
2075	Ephb1-Sdc2 complex	P34900;P09759	Sdc2;Ephb1
2076	Sdc2-Ephb2 complex	P54763;P43407	Ephb2;Sdc2
2077	CNTF-CNTFR-gp130-LIFR complex	P40189;P42702;P26992;P26441	IL6ST;LIFR;CNTFR;CNTF
2078	LIFR-LIF-gp130 complex	P40189;P42702;P15018	IL6ST;LIFR;LIF
2079	Per1-Cry1-Cry2-Nono-Wdr5 complex	Q5FVM4;Q923I8;Q8CHI5;Q498M4;Q32Q86	Nono;Cry2;Per1;Wdr5;Cry1
2080	Per1-Nono-Wdr5 complex	Q498M4;Q5FVM4;Q8CHI5	Wdr5;Nono;Per1
2081	Per2-Nono-Wdr5 complex	Q498M4;Q5FVM4;Q9Z301	Wdr5;Nono;Per2
2082	LINC complex, S-phase	Q96GY3;P10244;Q5TKA1;Q52LA3;Q09028;P28749;Q6MZP7	LIN37;MYBL2;LIN9;LIN52;RBBP4;RBL1;LIN54
2083	Zip-Prkcz-Kcnab2 complex	O08623;P09217;P62483	Sqstm1;Prkcz;Kcnab2
2084	LINC core complex	Q96GY3;Q5TKA1;Q52LA3;Q09028;Q6MZP7	LIN37;LIN9;LIN52;RBBP4;LIN54
2085	LINC complex, quiescent cells	Q16254;Q96GY3;Q5TKA1;Q52LA3;Q08999;Q09028;Q6MZP7	E2F4;LIN37;LIN9;LIN52;RBL2;RBBP4;LIN54
2086	Zip3-Prkcz-Gabrr3 complex	O08623;P09217;P50573	Sqstm1;Prkcz;Gabrr3
2087	Emerin complex 1	Q9BRV8;P35579;Q8WWI1;Q13813;Q12965;Q15417;P50402;P60709	SIKE1;MYH9;LMO7;SPTAN1;MYO1E;CNN3;EMD;ACTB
2088	Emerin-actin-NMI-(alphaII)spectrin complex	P50402;Q13287;P60709;Q13813	EMD;NMI;ACTB;SPTAN1
2089	Emerin-actin-NMI complex	P50402;Q13287;P60709	EMD;NMI;ACTB
2090	Emerin architectural complex	P02545;P20700;Q13813;P50402;Q13287;P60709	LMNA;LMNB1;SPTAN1;EMD;NMI;ACTB
2091	Emerin regulatory complex	P68431;Q8WWI1;O75531;Q02539;P28749;Q13547;P50402;P60709;O15379	H3C1;LMO7;BANF1;H1-1;RBL1;HDAC1;EMD;ACTB;HDAC3
2092	Alpha-GDI-Hsp90 chaperone complex, ATP dependent	P50398;P63018;P82995;P60905	Gdi1;Hspa8;Hsp90aa1;Dnajc5
2093	Emerin complex 24	P02545;P06400;P33991;Q9H503;P50402;P20700;P68431;Q08999;Q02539;Q07021;Q00839;Q14566;Q9H0E3;P49736;Q13287	LMNA;RB1;MCM4;BANF2;EMD;LMNB1;H3C1;RBL2;H1-1;C1QBP;HNRNPU;MCM6;SAP130;MCM2;NMI
2094	Alpha-GDI-Rab3a complex, cytosolic	P50398;P63012	Gdi1;Rab3a
2095	Emerin complex 25	O95218;P20700;O95777;Q13283;Q9Y333;O75531;P31946;Q9P287;P05455;P62258;P50402;P61978;P62314;Q9H0E3;P60709;Q16543	ZRANB2;LMNB1;LSM8;G3BP1;LSM2;BANF1;YWHAB;BCCIP;SSB;YWHAE;EMD;HNRNPK;SNRPD1;SAP130;ACTB;CDC37
2096	Emerin complex 32	Q9BZK7;P20700;Q08999;Q9BQ87;Q13287;Q9NPJ6;Q92922;Q13263;Q9H503;O00422;Q13813;Q13547;P60709;Q14839;Q8TAQ2;O15379;Q9UKL0;P68431;Q9C005;P28749;P50402;Q12824	TBL1XR1;LMNB1;RBL2;TBL1Y;NMI;MED4;SMARCC1;TRIM28;BANF2;SAP18;SPTAN1;HDAC1;ACTB;CHD4;SMARCC2;HDAC3;RCOR1;H3C1;DPY30;RBL1;EMD;SMARCB1
2097	Emerin complex 52	P10827;P20700;Q08999;O95777;Q53EL6;Q07021;Q13287;P62258;P61978;P27348;Q00839;P62314;Q9BZZ5;P60709;Q12906;P51858;P14866;P46940;Q02539;P12277;P50402;O00148;Q9Y2U8	THRA;LMNB1;RBL2;LSM8;PDCD4;C1QBP;NMI;YWHAE;HNRNPK;YWHAQ;HNRNPU;SNRPD1;API5;ACTB;ILF3;HDGF;HNRNPL;IQGAP1;H1-1;CKB;EMD;DDX39A;LEMD3
2098	Hsp110-Hsc70-Hsp25 complex	P63017;Q61699;P14602	Hspa8;Hsph1;Hspb1
2099	HSP90-CIP1-FKBPL complex	P07900;P38936;Q9UIM3	HSP90AA1;CDKN1A;FKBPL
2100	AKT1-HSP90AA1-MAP3K5 complex	Q76LV2;Q01314;F1MXH6	HSP90AA1;AKT1;MAP3K5
2101	Sema3E-PlexinD1 complex	P70275;Q3UH93	Sema3e;Plxnd1
2102	Sema3E-PlexinD1-Nrp1 complex	P70275;Q3UH93;P97333	Sema3e;Plxnd1;Nrp1
2103	Cdh23-Myo1c complex	Q99PF4;Q9WTI7	Cdh23;Myo1c
2104	Ask1-Traf6 complex, LPS induced	P70196;O35099	Traf6;Map3k5
2105	Sema3E-PlexinD1 complex	P70275;Q3UH93	Sema3e;Plxnd1
2106	PSD95-FYN-NR2A complex	P78352;Q12879;P06241	DLG4;GRIN2A;FYN
2107	Securin-separase complex	O95997;Q14674	PTTG1;ESPL1
2108	ESPL1-CDC2 complex	P06493;Q14674	CDK1;ESPL1
2109	Sharpin homo-oligomer complex	Q9EQL9	Sharpin
2110	Sharpin-Shank1 complex	Q9WV48;Q9EQL9	Shank1;Sharpin
2111	FARP2-NRP1-PlexinA1 complex	Q9UIW2;O14786;O94887	PLXNA1;NRP1;FARP2
2112	FARP2-NRP1-PlexinA2 complex	O94887;O14786;O75051	FARP2;NRP1;PLXNA2
2113	FARP2-NRP1-PlexinA3 complex	P51805;O14786;O94887	PLXNA3;NRP1;FARP2
2114	FARP2-NRP1-PlexinA4 complex	Q9HCM2;O14786;O94887	PLXNA4;NRP1;FARP2
2115	SEMA4A-PlexinD1 complex	Q9H3S1;Q9Y4D7	SEMA4A;PLXND1
2116	Ternary complex (LRRC7, CAMK2a, ACTN4)	Q9UQM7;Q96NW7;O43707	CAMK2A;LRRC7;ACTN4
2117	CEBPE-E2F1-RB1 complex	Q15744;P06400;Q01094	CEBPE;RB1;E2F1
2118	Nrp1-PlexinD1 complex	Q9Y4D7;O14786	PLXND1;NRP1
2119	SEMA3C-PlexinD1-Nrp1 complex	Q9Y4D7;Q99985;O14786	PLXND1;SEMA3C;NRP1
2120	PlexinC1-SEMA7A complex	O75326;O60486	SEMA7A;PLXNC1
2121	PlexinC1-SEMA7A complex	O43157;Q92854	PLXNB1;SEMA4D
2122	TRIM27-RB1 complex	P14373;P06400	TRIM27;RB1
2123	PlexinA1-NRP1 complex	Q9UIW2;O14786	PLXNA1;NRP1
2124	PlexinA3-Nrp1 complex	P51805;O14786	PLXNA3;NRP1
2125	PlexinB1-Nrp1 complex	O43157;O14786	PLXNB1;NRP1
2126	PlexinA1-Nrp2 complex	Q9UIW2;O60462	PLXNA1;NRP2
2127	hRAD51C-hXRCC3 complex	O43543;Q06609	XRCC2;RAD51
2128	Membrane protein complex (VCP, UFD1L, SEC61B)	P60468;Q92890;P55072	SEC61B;UFD1;VCP
2129	SEMA6D-PlexinA1-NRP1 complex	Q9UIW2;Q8NFY4;O14786	PLXNA1;SEMA6D;NRP1
2130	TALL1 homo-oligomer complex	Q9Y275	TNFSF13B
2131	Tip5-Dnmt-Hdac1 complex	P13864;Q91YE5;O09106;O88509	Dnmt1;Baz2a;Hdac1;Dnmt3b
2132	Nucleolar remodeling complex (NoRC complex)	Q9UIF9;O60264	BAZ2A;SMARCA5
2133	TIP5-DNMT-HDAC1 complex	Q9UBC3;Q9UIF9;Q13547;P26358	DNMT3B;BAZ2A;HDAC1;DNMT1
2134	VEGFA-KDR-NRP2 complex	Q5RLQ5;Q9N0K7;P49151	NRP2;flk-1;VEGFA
2135	Ccna2-Cdk2 complex	P51943;P97377	Ccna2;Cdk2
2136	Cdc2-Ccnb1 complex	P24860;P11440	Ccnb1;Cdk1
